sample_id	phb_score	matched_abundance	total_abundance	pct_matched
nmdc:bsm-11-042nd237	212.7380451972603	243.28225735490273	277.44101863989687	87.68791959730716
nmdc:bsm-11-622k6044	250.64850531606655	307.9446940729664	357.6995293997218	86.09032687008222
nmdc:bsm-11-65a4xw75	153.3858162307799	169.56412135841114	188.99776303984981	89.71752820305015
nmdc:bsm-11-93mc8g67	174.87878970735596	199.43579627291072	229.109728999518	87.04815685645994
nmdc:bsm-11-cpekyy11	182.4891645785874	217.65146458207377	247.7327084408921	87.85737900815161
nmdc:bsm-11-cwey4y35	156.89404922156544	177.26832828261152	197.98136018897176	89.53788786651945
nmdc:bsm-11-efm5hh51	345.4478762829514	354.8448836317953	359.91490741679064	98.59132709412225
nmdc:bsm-11-frgt4x11	214.36279918500153	249.96447061497602	286.4248441394681	87.27052688671849
nmdc:bsm-11-gk0czc37	111.80500630191698	125.11066906998379	140.31043025290873	89.16704826895088
nmdc:bsm-11-nq2tfm26	182.52318528574517	196.72466787680324	219.15835977590731	89.76370697333067
nmdc:bsm-11-q0bxzb10	122.83513124374925	135.27951004851724	151.95834555713438	89.0240740332711
nmdc:bsm-11-xxvfda22	225.42388534316288	262.5691856639346	300.38573369142836	87.41067108521842
nmdc:bsm-13-0jw5n594	597.9766852050088	1154.729022497366	1333.1745498800894	86.61499145788724
nmdc:bsm-13-13145k83	555.8673754337224	1163.7989215005166	1333.857524029656	87.25061714122337
nmdc:bsm-13-1p0tct86	558.9143792619577	1330.1753505833765	1513.6203982900104	87.88037952488762
nmdc:bsm-13-2fw5j754	558.4640603068771	908.3510606405213	1071.6522957189297	84.76173328506182
nmdc:bsm-13-2yga6857	575.3757808395507	1034.0418606811227	1220.215345358209	84.74257143336999
nmdc:bsm-13-3dt9xs73	484.7136085832772	763.6211454519454	896.1380835438249	85.21244208617557
nmdc:bsm-13-3pvn5d70	687.4236885230498	1200.1643991775354	1410.9752857096053	85.0592077219801
nmdc:bsm-13-5bfhqy53	450.055907004139	653.4099433648389	761.5889123295337	85.79562186195712
nmdc:bsm-13-6naxpa52	715.8561301771437	1301.42982382615	1511.3533339398725	86.1102294612681
nmdc:bsm-13-7qxjvr77	574.9627356929288	1264.6225119402893	1453.4815485624792	87.00643728095653
nmdc:bsm-13-8e1rjf10	572.9964369020242	1012.178253237315	1183.0583290130944	85.556073476248
nmdc:bsm-13-937ebx72	515.1132295568888	806.4641658800049	931.0115018144824	86.62236334441168
nmdc:bsm-13-9qwsvm77	502.3409792341456	1005.2773436310133	1169.2786690769613	85.97414544683245
nmdc:bsm-13-amdcp906	597.266425918732	1148.190399259026	1320.8630835253061	86.92728365112401
nmdc:bsm-13-an5fyr03	603.2764415324644	966.4306284612713	1144.0211230283028	84.47664199617773
nmdc:bsm-13-as680w10	648.5202065149887	1395.5668186949454	1638.2518110255426	85.1863437172899
nmdc:bsm-13-ay11wa90	534.5093972881431	898.9310025711827	1052.929098753924	85.37431472214145
nmdc:bsm-13-c0xjg970	539.8762436274752	733.7650554639465	867.7881061122296	84.55578617587666
nmdc:bsm-13-dd9rmc16	398.07048553329327	683.306895353391	827.8689396997704	82.53805192899189
nmdc:bsm-13-drp3nj25	657.8080271378337	1073.3736697201346	1252.391830029583	85.70589842435975
nmdc:bsm-13-fs4zf767	672.5406862242039	924.5532076744245	1094.8694755813108	84.44414866745112
nmdc:bsm-13-hvpzqc38	557.7835915116848	1227.4862912789783	1423.9143589322077	86.20506448150923
nmdc:bsm-13-hxr5ks11	530.9081228000775	879.5531297113987	1022.4938619737324	86.02038236333142
nmdc:bsm-13-kcdh3w94	535.8522620769426	989.7234925889785	1156.3901811682374	85.58733105024425
nmdc:bsm-13-kem2v355	636.9092979913241	1212.150875484974	1405.5990354748017	86.23731554251655
nmdc:bsm-13-khnf9f29	567.7221256688995	1280.8265891824776	1489.5054443316953	85.99005757626841
nmdc:bsm-13-mvpx4z13	656.9777432337476	993.3486795273476	1182.596022607294	83.99729582527186
nmdc:bsm-13-peafgc08	567.8267041767905	939.9193941395623	1104.7395200093486	85.08063458539155
nmdc:bsm-13-sepcxd06	582.5461738608288	823.8095068452549	975.8488994322422	84.41978131292198
nmdc:bsm-13-vqk1y255	705.7263848844128	1213.8273373611569	1421.515081761217	85.3896911074105
nmdc:bsm-13-xvf06c81	590.9514696423275	1094.5835415815068	1287.2288497238674	85.03410577041632
nmdc:bsm-13-yjp2dx65	623.271866150318	1220.8811957686326	1412.4221445871146	86.43883136833188
nmdc:bsm-13-zms1jq91	638.3500209652244	1179.5404887490424	1368.3211114331016	86.20348534370407
nmdc:bsm-11-011z7z70	608.4034567149764	751.5153842133536	858.0573109676754	87.58335540149773
nmdc:bsm-11-06pa9m89	259.45039246019957	343.17341658262905	376.5588039547367	91.13408396736871
nmdc:bsm-11-1302r041	388.834588200328	545.7957325026043	638.6904071185237	85.45544545830627
nmdc:bsm-11-18btad96	173.00437754928558	305.2009354147967	327.7391676915405	93.1231190841504
nmdc:bsm-11-1yvac190	66.04573878119258	467.89908590093376	494.41472400133665	94.6369643108907
nmdc:bsm-11-2ah5z651	313.9580396932649	412.3900488437792	470.6564905769904	87.62017673191316
nmdc:bsm-11-2g6d7w97	162.07807758300083	346.53070142718536	367.29224492423236	94.3474048842687
nmdc:bsm-11-2hv7wn93	299.310059895185	420.9055166076567	485.0943657997486	86.76776031272446
nmdc:bsm-11-30npyx54	111.94098211735597	147.32679545195876	180.0512412166059	81.8249263134605
nmdc:bsm-11-3636w778	279.22292559804185	419.69396030850606	542.7773167081614	77.32341558668445
nmdc:bsm-11-39qcw250	90.47744890060882	398.382150942176	449.2930709245236	88.66866121981657
nmdc:bsm-11-3h3w1c57	349.6166137384791	478.73531814693695	517.6103832983256	92.48951211069834
nmdc:bsm-11-3nffqc45	424.3765106476169	499.8338657897798	536.0489337464809	93.24407424829826
nmdc:bsm-11-3nhng665	180.45324441008844	239.78566550932416	263.17928362939796	91.11114758066746
nmdc:bsm-11-3xthwx28	85.73471681403137	482.25786606468927	512.3477350520468	94.12706118739827
nmdc:bsm-11-3zh6yy26	158.51284251047102	310.61463949776584	337.64225067103274	91.99519280553544
nmdc:bsm-11-407zcq77	406.24076462053586	491.68845706402334	565.0565435109155	87.01579739418152
nmdc:bsm-11-43rwvm93	350.1359827309933	390.3075687133151	404.77893476954824	96.42487174771777
nmdc:bsm-11-45z1kv27	1000.3402341666215	1119.5410362972127	1156.658851426492	96.79094530911146
nmdc:bsm-11-4838sk73	230.59494071379723	297.9169786820674	319.7901330368724	93.16015345842987
nmdc:bsm-11-4b8h0j70	391.78624178886093	778.2146481070527	816.8396845909122	95.27140548965815
nmdc:bsm-11-4f4btc22	1939.0183482009072	2162.5277123759224	2210.1675519860464	97.84451456780663
nmdc:bsm-11-4pc4k424	873.246675874649	973.010365442181	996.81461761164	97.61196798794003
nmdc:bsm-11-57ejpn32	421.82196117155587	678.3944063471611	719.1625424627222	94.33116525007637
nmdc:bsm-11-5ak8ja54	227.72612053138536	370.48708341503914	404.9963342615844	91.47912019760258
nmdc:bsm-11-5p55d563	215.48880774823897	245.45772348518886	281.55793451295705	87.17840749534733
nmdc:bsm-11-5pcpjc96	132.54799072656812	217.4562485562649	264.98717171285733	82.06293427362688
nmdc:bsm-11-5rgay328	311.54088655009696	532.9597681215939	647.9703781645849	82.2506376960062
nmdc:bsm-11-5snc2s56	233.7749450772892	676.2937274526774	688.6809989476944	98.20130488369146
nmdc:bsm-11-5w4ba396	163.55824117282253	358.5029420671192	378.6273846215179	94.68489513126067
nmdc:bsm-11-62fxv990	714.0644203659733	878.240568026967	904.3113227366504	97.11705979409973
nmdc:bsm-11-67dmq694	1093.6310075168517	1569.8904309728591	1617.3095541550324	97.06802429625493
nmdc:bsm-11-6f7spm34	211.74618552865024	570.8398811371289	633.0562620017804	90.17206137920228
nmdc:bsm-11-6k8cmy53	279.7744487880995	403.3304257911807	432.68558236777227	93.21559169687322
nmdc:bsm-11-6ntzv433	984.0222450847066	1099.2653846734647	1190.1072580183622	92.36691712172586
nmdc:bsm-11-6y2dt532	99.20694479921805	408.86555877273315	437.0704722887835	93.54682704408029
nmdc:bsm-11-6zd5nb38	1192.8759601771117	1366.6217360265134	1604.116057045054	85.19469211872179
nmdc:bsm-11-72f2yc02	222.55748781152087	303.8286258139194	357.7647419448643	84.92413874051987
nmdc:bsm-11-7bbm7795	174.130233531304	426.9339080264309	442.60223982805627	96.45995198584801
nmdc:bsm-11-7j0fnc87	358.06239903354475	526.0564596773062	549.7697094908568	95.6866940094769
nmdc:bsm-11-823zf212	385.74893052714543	456.82099763171504	511.70903256624	89.27358490053236
nmdc:bsm-11-899bm454	117.77142609602163	383.7471406085248	461.9192590255751	83.0766704592583
nmdc:bsm-11-89q03t84	400.1217685516886	482.4897811990137	547.8446919756651	88.07054047727189
nmdc:bsm-11-8aktkq28	103.0199736837578	190.73097250501903	201.9505416834584	94.44439758125276
nmdc:bsm-11-8g7xbe66	99.70084573407928	298.99977176158313	331.65234640311326	90.15457752804743
nmdc:bsm-11-8r7d4q55	0.020246246429580967	732.089503870375	734.2608747499503	99.7042780087779
nmdc:bsm-11-8s8j4g78	255.5932219440377	451.80442811630866	497.32397889881275	90.84710315330167
nmdc:bsm-11-915df738	557.6845569541691	846.5795852629328	967.0009856865231	87.54692061269235
nmdc:bsm-11-97dgrv19	818.9995337481192	885.6055401368201	910.0491926319028	97.31402953895376
nmdc:bsm-11-9macc146	33.32359022402234	1063.8855362939198	1069.153656162442	99.50726260550505
nmdc:bsm-11-a1mb8028	174.49825920239408	404.6546968996118	477.6720156087032	84.71392161920046
nmdc:bsm-11-ad739z23	550.9302667131885	800.6129418249094	907.2354184182338	88.24754033752112
nmdc:bsm-11-aesqd647	331.71037462595183	523.0600968887928	558.0996898462487	93.72162472136314
nmdc:bsm-11-af8ap759	132.61199612367665	333.0604057417557	356.54394343554014	93.41356426714059
nmdc:bsm-11-ahfq0n74	300.09073596147346	406.23486905754686	437.5470170501817	92.84370667094647
nmdc:bsm-11-ahpvvb55	543.8634469614091	606.8132034044687	638.6293996777584	95.01805017286338
